Anonymized Message,Valence
I'm decorating my house for x-mas tom it should be fun!!,7
"ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œSometimes you've got to let everything go - purge yourself. If you are unhappy with anything . . . whatever is bringing you down, get rid of it. Because you'll find that when you're free, your true creativity, your true self comes out.ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â",7
Thank you very much for all the lovely wishes guys!!!! :) :-*,7
thank you to all the girl that went out with me for my bday this weekend it was a blast <3,7
I am a saved man today. And I look at the word different. As I would if I was just born. So world I pray fo you this day. And may god bless all.,7
is hanging out with <PERSON>.....dreading work.....and missing <PERSON>!! I love him so much!!,7
just woke up from a nice nap.About to go to my moms to do some hair.Got to get back to et some more sleep so i'm well rested for the big day tomrrow.To all my girls have a great day 2marrow.Love yall!!!!!,7
..life is a fairytale.. the most wonderful fairytale of all.. ^^,7
feeling like a bird sitting high=],7
Merry Christmas,7
Off to the bridal shop!! :),7
Love is like a fine wine you either savor the sips and create a long and enjoyable relationships or you chug glass after glass till you end up drunk and alone,7
"Awww, thanks ya'll! Thats real sweet o' you! And if I may have a moment of sentimentality, all of you made it Xtra special. Thanks again! :)",7
Enjoying my girls and my dogs immensely! DWTS was a great show but im ready for Bristol to go now!,7
Pumped about being back in school can't wait to debate political ideologies with other inquisitive minds!,7
I=) Has a great b-day week!!! Thanks everyone!,7
"Let me fill your heart with joy and laughter. Togetherness, well that's all I'm after. Whenever you need me, I'll be there. I'll be there to protect you, with an unselfish love that respects you.",7
HAPPY DASARA...,7
Happy thanksgiving everybody,7
has been married for three years today!  Crazy.,7
Doha of the Day: Your pursuit of Hapiness usually ends with something you have so check your wadobes check within urself daz the secret to hapiness!,7
Our Wedding Anniversary tonight...,7
would like to send a shout out and thanks to his little helper this weekend.,7
Finally 100% FIT......,7
Making smores with the kids! They want to camp out tonight!!!!!! LOL!!! Let's see how that goes!!!!!!!!,7
going to atl this weekend to see my mawmaw,7
Got my new tat! I got it on my cest. I didnt get to finish it cuz it hurt too fucking much. Fuckin awesome lookin tho,7
Big weekend coming up. My band are performing at the Bay of IslandS Country Rock Festival... YEEEEHHHAAAAAAA!!!,7
Reggie Bush is the MAN!!!!,7
Cracked another one!!! One to go!!!,7
Finally got a working phone again....and its nice!,7
"<PERSON>       No matter what your party is, this is not the time to point fingers.  This woman and many other people were attacked by a person that should have been out of society.  I have everyone in my prayers to include <PERSON>, and I am a hardcore conservitive.  Remember that this is America and we can all think differently, this should not result in what happened today.  God be with you",7
"she shld win the new zealand award for miss blob\ i love you dad hahaha\""""",7
Drank some KC Tea last night. Pretty good!!,7
So ive learned that things are weird not a bad  weird but a good weird,7
fun in the sun!!,7
: Many of the great achievements of the world were accomplished by tired and discouraged men who kept on working,7
"Yay~ going to Ontario Mills with <PERSON> and <PERSON> For her birthday~ >u< Pfftt but she's late, as I expected... =3=#",7
"There is no greater gift you can give or receive than to honor your ,calling. It's why you were born. And how you become most truly alive.",7
P-A-R-T-Y !,7
Just got my new cell phone yesterday text meh :D <PHONE>,7
Gone to the Greenway for a 2.5 mile run!,7
"Why yes I did slaughter <PERSON> in ping pong, thanks for asking.",7
You guys are great.,7
Feel knackered but great couple of days with the best company. <PERSON> as always great show great guy! Role on next gig,7
"tHANk U EVERy1 4 All tHE HAPPy BDAyS . i HAD fUN , DiNNER N a MOViE tHANkS BABE .",7
<PERSON> going with <PERSON> today is like going into a gun fight with a spoon. LETS GO YANKEES!,7
"Playing guitar, hanging with pals: walking on air is the life.",7
":will be afk for the weekend, wet weather camping is a skill we should all have!",7
Thanks for the prayers :),7
"When you've been blessed it feels like heaven!\\""""",7
BYE EVERYONE FOR 3 WEEKS I AM GOING TO ARMENIA BABY SEE YOU GUYS LATER,7
"rest in peace <PERSON>. you were my first love, you will always hold a very special place in my heart. you will be in my thoughts and prayers. i miss you <3",7
"if faith is a choice then it can be lost for a man, an angel, or the devel himself. God gave us a choice, he didn't comand us. he gave his love to all of us. i pray that all won't lose faith, hope, or love and won't give up, but to fight and defend the weak who are in need. the choice is yours don't lose it.",7
At last :),7
is ready to go :-)),7
Goin Home after a Year today :),7
Got an E75 today.... awesome phone :),7
"OH BLESSED DAY!!!!   Getting ready to go out and about for the day, wife says Can we please stop by Gamestop?\  she is finally growing into the gamer I know she can be!!!\""""",7
"Thanks for all the B-day wishes.  Unfortunetly, I've been sick since then.  But I'm better now and just in time to leave tomorrow for PUERTO RICOOOO!!!",7
:),7
thanks for the birthday wishes everyone!!!,7
Summmerrrsss baaaccckkkk!!!! God i missed fb!!!,7
"Let it snow, let it snow!",7
Make a good life for yourself because no one is going to do it for you! :),7
The Walking dead television pilot will commense filiming May 15th 2010. FUCK YES,7
"Started work, makin bank!",7
Is all set for tomorrow :D i am so excited :),7
Mrs <PERSON> and i are gonna go shopping!!!,7
"Okay, school being out isn't so bad...... been able to sleep 3 extra hours is AWESOME! Getting up @ 8 am is better than 5!",7
about yo buy my bus tickets back to vt!,7
"I was told today that I have alot of pistures of me up on Facebook.My response to that was,I LOVE MYSELF!...Its true! I can be disliked or hated by anybody,but my head remains high. Deuces",7
is enjoying her day off!!,7
What a long day! Birthday parties always drain me. Renting Weeds season 6 and snuggling up with my lovey all night. Ahhh...,7
"So in Ga. there are now a tiny fraction of children who just happened to be in that mystical, magical age range to have woken up in all of the wind we had on chrismas eve and heard the little branches and acorns tapping on the roof and who will swear for the next few years that they HEARD SANTA.  I love it.",7
XDDDDDOOOOOOOOXXXXDDDODODOXOOOXOODODOXDX:D:DOX:OD:XO:DOX:DOX::D:DDOOX:DOXD!!!!!!!!!!!!!!!!!!!!!!!!!!!!,7
"saw the blind side last night, favorite football movie ever!",7
Thanks guys! Had a great b-day in GA with the fam.,7
"is getting ready to take the youngest to see the princess and the frog, should be fun!",7
The weekend is almost here!  YAY!,7
Just told all the 6th Graders at my school that Santa is a magical ninja who will kill for cookies and they belived me. Love this job.,7
Brought my truck back from the dead yesterday... yee haw!  OMG zombie truck...,7
WTF! Why do i now own the season set of Glee? Because it rocks!,7
YOUMACON WAS ABSOLUTELY AMAZING GONNA START GETTING READY FOR NEXT YEAR VERY SOON,7
<PERSON> and <PERSON> are in New York on a cub scout overnight on the SS Littlerock. <PERSON> and I had a great afternoon shopping with no guys complaining about how long we were taking! Wonderful.,7
JIMI HENDRIX NEVER DIED GOD TOOK HIM TO HEAVEN TO TEACH TO PLAY GUITAR,7
"With so many records broken in one Daytona, it only makes sense for the winner to be historical as well. Awesome freakin' finish, huge congrats to Trevor Bayne! Just awesome!",7
what a blessed night thank you all for coming betufill double ritual night again thank you to all who came,7
Merry Christmas Everybody... Getting ready for 2010 its on its way... :-),7
"We only live once .. but if we live it right, once is enough :)",7
On my way to Toowoomba!!!!! Woohoo....... Now the wait at the airport for me ruddy plane stuff!,7
tryouts 2day!!! im so excited,7
Thanks for all the B day wishes!!,7
feels gud to be back on fb.. all my frenz r here/ missd u all,7
yawwwwwwn nite people.............. cant wait o chant with Hiroko! it will be good!,7
Today was the first day of my vacation. I have been laying around all day..This is the life.,7
Mustard Man! Woo Woo Bow Down! A shout out for all those who know what mustard man does.,7
:-)  just gotta get through the weekend.  :-),7
i just want to tell everyone thank u so much for all the birthday wishes,7
thx everyone for de wishes tc and be hapi alwayszzz...,7
Man...Ilove <PERSON> so much young...coming home tomar,7
Happy Birthday to Me!!,7
fell victim to a birthday prank!!!  Im gonna git you guys!!!!!!,7
My own issues won't hinder me from being warmhearted!,7
"Thank you for all the birthday wishes, I had a great birthday",7
fun night out! excited for tomorrow!,7
yipeeeee !,7
I'm excited to have just purchased a bunch of new workout clothes! Wo-HOO! There's no better motivation in my book!,7
"less than 4 hours til the Big Day\!!!!!!!!\""""",7
The photos rock! Thanks Fiona! * Hugs *,7
tomorrow: birthday <3. sunday: singles awareness day :). monday: practice :/. text me?.,7
"I hate this kind of status, but...I'm at work all day. So txt and I'll get back to you asap :) haha ewwww I did it, I caved to the FB monster!",7
ON OUR WAY TO FLORIDA,7
would like to say a huge thankyou for all the lovely birthday wishes. i had a lovely relaxed day now i am getting old this is all my body can take.,7
is so glad to be home from work.Merry Christmas to all.,7
cant wait going to buy my new truck tomarro,7
"I hurt ma foot evry1!!! :( me sad, haha not really! XOXOX",7
"Thanks to everyone who left a comment on my wall (: . . . i would reply to them all, but i dont have a spare twenty minutes. i love youuuu ÃƒÂ¢Ã¢â€žÂ¢Ã‚Â¥",7
BARCELONA SUCKSS hahaha ARSENAL 2-1 CMON BABY!!!!!,7
is going to sleep under the stars! :D,7
"Happy 4th yo! Now, let's see some pretty lights and explosions...not necessarily in that order in or in same time frame! XD",7
Cant wait till wednesday cause im goin to Angels house and not goin home till Monday!,7
Up past my bedtime wheeee! Waiting for <PERSON> and <PERSON> to come home.,7
ITs great morning to hit the gym!!!!,7
"LOL: some people let 2 pigs loose in their skool..but before they did...they labelled the pigs 1 and 3...so when the principal, etc found the two pigs labeled 1 and 3..they were searching all over for a pig labelled 2...this pig didn't exist XD..love it",7
