Anonymized Message,Arousal
Cheers to crashing random people's parties! <PERSON> here?,5
never thought cleaning the car Air filter ( K&N ) would be this hard !....,5
"12hr shift, then home to mow front and back garden. . knackered!",5
I've just had the most crapiest dream ever in my life!,5
thank u so much Anton for reminding me about Alter Space... great job man!,5
Went in and talked with the Snap-on rep today.  Ordered $1383.70 in tools (retail value).  Getting it all for FREE!  I'm excited!  Dad I'm having it sent to you so be expecting a package for me in a few weeks!,5
What a lethal weekend had with the girls and coyles halls feins! Theres no way a kidney infection was guna stop me from gettin wasted! So much funny shit went down that i dont even no wer to begin... Newcastle you've won me over!,5
Bazinga!,5
wishes i could of skipped this whole year and be 16 now..........this was the worst birthday EVER!!!!,5
"A friend is some one who gives u a tissue when u cry, but a BEST FRIEND is some one who has a tissue and a shovel to bury the person that made you cry!",5
And one careless match can start a forest fire but it takes a whole damn box to get a campfire going!,5
"If you do what you've always done, you'll get what you've always gotten!! so think diffrent.....",5
hai w8 lng!,5
"just got notice that our Dr is retiring! what to do, where to go! Especially for Donnie and his complex case. Anyone have an idea who is good around here?",5
Wishing grades were posted already....suspense kills me!,5
Realises why people are looking at him strange. He smells bad and needs a shower!! Off I go so to get clean and smell nice,5
Micah and I are on our way home from a wonderful visit in Arizona. THANK YOU to all the Goins' Clan for such a warm welcome!,5
"is having so much fun with her crazy family in Sea Isle City New Jersey! &hearts, :)",5
(has registered her CAC @ home) and they said I couldn't do it. phhhsss.... If it got anything to wit computers. I gots this!!,5
god damn my liver wants to hurry up and decide if its healthy or not! :(,5
"I had a great time tonight, miss all you guys!",5
Sonic Youth show tonight !!!,5
Pistachio overload!,5
in your freedom I will live oh God!!!,5
"At camp. Using an I-thing. Hard to type. Having fun, or something akin to fun. Playing a piano duet with a kid named <PERSON>. Miss you guys. I have to stop using contraband now. G'bye!",5
is having two weeks off now to get over her eye operation!!!,5
is welcoming his last year as a teenager!,5
"well I'm on top of mammy again! oi Sam look up ERE!!\  hehehe\""""",5
"FEB 21 to MAR 21		Residential Treatment Facility	PO Box 501	Limestone, Maine. 04750	Attention: Mark McFarland 		I would really like to get some mail and support!!!",5
"I can't believe u can be so Dense! I have really fallen 4 u, I've always been... I'm always scared that whenever I'm around you, I always find myself on the edge of a heart attack... But still, your really dense!! And I hate that, But u know what? I don't know why, but When it's you, I can't find any reason to hate you!! T^T",5
cats! i looove!cats!,5
Thanks for all the birthday love! Now could someone just fix my back?,5
Too many complications in relationship..n upar se exams..having heart attack..!,5
The color of your bra made the news BUT WILL THIS? Let's support our troops. If you support our troops please post this on your status and leave it for at least one hour. There should be no excuses from anyone!! This should appear in everyone's status! Please do this for the ones that make this...The Land Of The Free and the Home Of the Brave..,5
happy beerday to me... sa lhat ng nag greet.. THANK YOU SOO MUCH....MWAAAHH...sana nest bday Ko jan p din kau....,5
Just an FYI for a certain person out there..if you dont want me to know something and want it kept secret then GET THE F#CK OFF FACEBOOK..Dont ask my kids how I knew and get pissed that I know. Ask me or get off here,5
taking <PERSON> and and Z-pack. Is it strange that I am VERY VERY hungry? I am eating everything in sight!,5
is tired of doing nothing all day! A first! lol,5
Finished my outline!,5
I hope you all have a wonderful day! God bless,5
woke up with an awesome hangover.  Thanks for your birthday wishes!,5
"dinner out with mom, grandma, <PERSON> and <PERSON>for my birthday.  Hope it's fun!",5
Hey Everyone the JDRF (Juvenile Diabetes Research Foundation) Walk for a Cure is coming. Please help me reach my fund raising goal. I  figured that $5 from each of my friends would achieve the goal. Follow the link on my profile tab if you can help. And Thanks to all!,5
"I feel better today, but not 100%. I am still stopped up. I think it is a sinus infection. Oh joy! UGH!",5
Any moms know of a good product to keep the water out of kids eyes while taking a bath?? <PERSON> has developed quite a fear of bath time!!,5
Good night all! Thanks again for all the great birthday wishes! <3,5
Just saw the Eclipse trailer...INCRAY-AU-BLAY (that's frech for incredible):D,5
how the f**k do i update my status?,5
"They're called 'fingers' but I've never seen them fing... oh wait, there they go!",5
"Thanx for all the birthday wishes everyone! Its been a great day, and its gonna be an even better evening!..dinner, drinks, dancing, karaoke..etc...and i get to spend it all with some great people! One of them being my very wonderful girlfriend who is spoiling me rotten already..lol. Thanx babe,i love you, your the greatest!...! Turning 35 isnt that bad after all =0).",5
thanks everyone for the birthday wishes! :D,5
finished with german project!,5
going to work soon. Life is good!,5
no man ! i love g.... & u know it well .(peace & love thats the spirit),5
I <3 <PERSON>!,5
"I'm rockin the drums today and bowling tonight... gonna be a great day, me thinks!",5
"My Junior having fever, cold, dry cough and runny nose. I am so worried and concerned. (sigh!!!)",5
on the 31st ev drink responsibily ...! but do enjoy ...! cheers ...!,5
You have to see this! A simple town competition ends a 8 year marriage! <URL>,5
Thanks everyone for the Birthday wishes! It was a great b-day!,5
Tomorrow is a brand new day to attend service at 3.30pm. Yeah! I feel very excited to attend on Saturday afternoon. :),5
<PERSON> STOP sending me friend suggestions it's driving me crazy XP,5
"Damn you NFL draft!  I told my 2.5yr old that the draft is on tonight, and she is now scared to death of the draft coming into her room...",5
My cousin's baby is joining us sometime today! New little girl for the family.,5
"MANDATORY REMINDER from CNN:NASA reports that by the nxt 10 months,earth gets hotter by 4 degrees from now.Himalayang glaciers are melting @ rapid rate.Our climate is changing drastically & it's getting worst.We must help fight Global Warming by doing the ff steps:1.Plant more trees 2.Don't waste water 3.Use cloth bag and don't burn plastic.Please copy & paste this to your wall.Do ur share.SAVE the EARTH.",5
Hoping the Cowboys hold it down!,5
"Tomorrow--school on as usual, 2 hour delay or cancelled?  Can we please just have a normal week!",5
so happy.. we won... =) team8s! shoot! =),5
i need a nap!,5
"Thank you to everyone for wishing me a happy birthday. I'm proud to have reached another year, and to have so many great friends from around the world!",5
try to shut your effin mouth sometimes. sometimes will do. mema ah. memasabi lang. HAHAHAHA,5
booooooored! ppl talk or some thing!!,5
Thanks 4 all of your wishes!!!,5
"To change FB back to the old way.. go to left side menu, click more, then drag status update to the top, and then click status update and you are back to the old way. Thanks, <PERSON>!!",5
"Papers\ showings number 3 and 4 are SOLD OUT!! If really want to come but didn't reserve a ticket""",5
Congrats <PERSON>for Symantec! Yeh Maggi Encrypted Hain Kya?,5
HOOK 'EM HORNS!! 51 TO 17!!! went to U.T. game in Austin with my fam... next time i think i may tailgate... pondering..,5
merry christmas !,5
"Heavy rain => leaks => call for a work order => they fix\ it => heavy rain => leaks?!? = I can't wait to move in two months...\""""",5
"NO ONE needs to be in contact with me this weekend cuz I will b on my xbox and gotta set up my two weeks vacation. Hopefully Vegas falls through, (I do need it)/ worked 6 day work weeks for the past 4 months str8---- peace!!!!",5
HOLIDAYS XD XD,5
made amazing home made calzones mmmmmmm......its nice loving to cook!,5
"Olly looks like a THUNDER tonight, that's why Simon is so called an entertainment genius!",5
Thinks some people need to be told that being a bitch should be a hobby not a career!,5
Hi!Mzantsi plz give me sex tips!,5
says: There are black bears EVERYWHERE! Please hike in groups! I was hiking alone and came face to face with a huge bear. Tip: Do Not Run from or Yell at a Bear: They WILL Come After You. Walk away slowly.,5
"The bad news is the damage to your eye has caused it to become incredibly photosensitive, so you'll need to wear this eyepatch. Good news is you'll look fucking awesome!",5
Wants to know why Facebook wants to know whats on my mind??? hm-mm Facebook are you worried about me !         :P,5
"Profile picture I took at The Dark Side of the Moon concert, soon I'll have some from The Wall, 17 days!",5
thanks for all the b-day wishes!,5
It's been a long day but well worth it I must say!,5
Life is what you make of it..... Remember this before you make any rash decisions!,5
burp gag cough!! the birthday shannigans have come to a much deserved end..          :(,5
OOHH!!! so smooth!! lakers baby..two-four all day everyday,5
36 days left~ 5 weeks to go~ break!break!break!,5
<PERSON>s 7 today!,5
What a crappy day to trick or treat but well have fun where letting trin watch carrie he he i cant wait!,5
"WHENEVER I NEED ANYTHING FROM YOU, I GET IT. BUT I DON'T KNOW HOW YOU GET TO KNOW MY NEEDS WITHOUT EVEN YET BEING PART OF MY LIFE.",5
Not much progress over the weekend.  Hoping she'll make her appearance soon!,5
